Surname,First name,OU Computer Username,Personal Identifier,Institution,Department,Email address,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /1.00,Q. 8 /1.00,Q. 9 /1.00,Q. 10 /1.00,Q. 11 /1.00,Q. 12 /1.00,Q. 13 /1.00,Q. 14 /1.00,Q. 15 /1.00,Q. 16 /1.00,Q. 17 /1.00,Q. 18 /1.00,Q. 19 /1.00,Q. 20 /1.00
f43ddfc71501e9aec503595863f4182a,c6b16e9928752028434c2e92e736ac4b,a9989aa024c93a52be78880a7c3ae994,cf3ae2d4882471630795545a86ad9944,,,50fbfca24e187bd8399e0ed6071060b8,In progress,17 Mar 2016  15:47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
e0af4b9fc4770630993f69fccfef14d9,da5edab34967b2c1c737bf297632ef7d,1f492d7ee1c6e6b606186e4fce80f525,18cbedda146571f676721ef4dbcca8a4,,,a06491fe4b5d9594b9c821756e73659d,Finished,17 Mar 2016  17:26,18 May 2016  13:42,61 days 19 hours,16.94,1.00,1.00,1.00,1.00,0.67,0.44,1.00,1.00,1.00,1.00,0.89,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.78,0.17
71e230124ce2df1d02f7e83d9e4939b2,8126d0051e31b17b2972866ef1c5b668,f1d1fbe19980436d8be61f463bd141d4,9544e1c55f1ab75c61a04cce277c3cc9,,,4b1181c4ee580ad930e234f11883f7a7,Finished,17 Mar 2016  17:26,17 Mar 2016  21:23,3 hours 56 mins,17.28,1.00,1.00,1.00,0.00,0.78,0.78,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,0.67,1.00,0.50
203e2b573c717ffb0f5196a34dabfd1e,1e86bcf569dbb4413dbbd8517c0a7f41,f214d834ed8c6f0af96cdf811851ee27,9f1a21cda743dd95d9ca4b4a134dff6a,,,739fc0d93eecbe407d1765cde614554a,Finished,17 Mar 2016  17:48,17 Mar 2016  18:23,35 mins,17.89,1.00,1.00,1.00,0.67,0.78,0.67,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,0.89,1.00,0.67,0.67,0.89,1.00
9178a240e1449e33680dd76fa83bf84a,459d6a0d227088dfdaa49e7d31c7f1ad,5756b6fee6b26414a162af56a2da0ec0,02df19c212eb4bf156236b5337455629,,,03e8a43c0640b914bf91801579b77e81,Finished,17 Mar 2016  19:09,17 Mar 2016  19:33,24 mins 14 secs,18.94,1.00,1.00,1.00,1.00,0.89,0.78,0.83,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,0.89,1.00
fe222557b35b3184220ac1225c9d3173,88a7d476b20c75fa560246bf27dac14c,c5c08027e4065a455f534ce66981c3bd,c44a1447c7b4139a8bcde99162adf82b,,,ec63c06e73e323ccb5f5452328615171,Finished,17 Mar 2016  19:57,10 May 2016  15:11,53 days 18 hours,18.67,1.00,1.00,1.00,1.00,0.89,0.78,1.00,1.00,0.67,0.89,1.00,0.89,1.00,1.00,0.89,1.00,1.00,0.67,1.00,1.00
056c8e2304c046ee2ebdc01e47d88d76,23f5c2b54694dd31536f83f9110329c5,68c0e7ea457427e52151f3ada97b1e6b,2853d9d2be16521e63a6b75147f36a6d,,,2691a2dc26713f808ef287325471535f,Finished,17 Mar 2016  20:15,23 Mar 2016  14:00,5 days 17 hours,17.44,1.00,1.00,0.67,1.00,0.89,0.56,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.00,0.56,1.00
3cfe3e2f854d9f01b2b153041ea2b357,29ba132a0c508607c567ea756ecba6a5,421ffc308379e3bd6a1c516009483c79,b6c46e4b389c55b3b25ed921d2c3904f,,,3b227d25e2c82e022191f8cff128c223,Finished,17 Mar 2016  20:23,17 Mar 2016  20:58,34 mins 4 secs,19.44,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00
1e6e2e61a3f70e6c77259f173c20eacc,71cf9f54f23c4c1e05e5465325892674,cd27fccd6921c338eaf9ceae3ddc3a1a,733fb07a25d9fac2a1b0cbab3686d0a7,,,5a0a126cc8007ae1a9cb2101bfc3f266,Finished,17 Mar 2016  20:30,15 Apr 2016  20:39,28 days 23 hours,18.22,1.00,1.00,1.00,0.67,0.89,0.67,1.00,1.00,0.89,0.78,0.89,0.89,1.00,1.00,0.89,1.00,1.00,0.67,1.00,1.00
0e4e728cab118d38d1f3bd610c7d607c,f94f79fc27e4780015870802797eb4fc,7dc151e6ff718ddf3acf5582a93b9c1c,6afb5b168692bf196297e517938bd8d0,,,71f6eb1a947eabbae6b1048569d14e39,Finished,17 Mar 2016  21:01, 5 May 2016  16:45,48 days 18 hours,18.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.78,1.00,0.44,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00
dd7e4493c0b528a024afe2cafe26a5a5,fa9b33002ec08fefdc9b55239d419db3,cf6c06be70d5875c5c8d664358be8188,1d2ae516b6ee3ecc13443e98e5922ba8,,,376a499d2b141aa66ae6a36ab5720f81,Finished,18 Mar 2016  03:14,18 Mar 2016  04:39,1 hour 25 mins,18.89,1.00,1.00,1.00,1.00,0.89,1.00,0.75,0.89,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.56,0.92
a427ec44be31db1b8d0d49a1740dbcfb,4d3fb4b267ce17605d123105401c27bd,cc10bccfb66130e988588c435578627e,737b9e19792f31ff78f125429fcc581d,,,427e62c3240ed6556f6775a0e4695667,Finished,18 Mar 2016  10:07,18 Mar 2016  10:42,35 mins 6 secs,18.33,1.00,1.00,1.00,0.33,0.89,1.00,1.00,0.89,0.89,0.89,0.89,0.89,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00
7f68d75657efd04b67269ca7fda16401,95d6964967f64a57971efdf3a37b3a5a,fb9ce5a81fad8026bece438a8caeb319,8a8bc9eec00ea076539f127219ca7cdc,,,52e42d364737a3bb0b3f63df1fe293e6,Finished,18 Mar 2016  11:25,18 Mar 2016  11:57,31 mins 55 secs,17.72,1.00,1.00,1.00,1.00,0.89,0.67,0.83,0.89,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.56,0.00
0ace6edda6975be6cd56f10151d53a6c,dc520c0ac02181fe488321b96a11f26b,07ed95e86e9db19944ab3cd5906bdd9d,caaf871cdf80be7cd2824711986f5353,,,4866824473fb56d0379fcf22058f0a23,In progress,18 Mar 2016  11:29,-,-,-,1.00,1.00,1.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5fcc5cc6ea08d5c2ec9f088ff469fd11,5c9b7cac8da77fb7e172ba7fa8acf869,d08a585845245b7adb0828f138c15c4a,deb88f89aa9d1a8dce7140bbef972f35,,,7ecc196c203b5ef278eb9a6a0ae8c3a1,Finished,18 Mar 2016  15:00,18 Mar 2016  16:01,1 hour,17.22,1.00,1.00,0.67,1.00,1.00,1.00,0.67,1.00,0.89,0.78,1.00,1.00,1.00,0.67,1.00,1.00,1.00,0.67,0.89,0.00
004f9a25e674b2f3821c47d3628f3961,2a2756b6c6e016750cd37b2bef34160f,efcebf79b7083464ce380b60e03bd9e4,7e8041aa5dbdf0d6f74532bbdfc8c5e8,,,83a27bfab747915999fa37279701a5ec,In progress,18 Mar 2016  16:37,-,-,-,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,-,-,-,-
c733fafe3290440cdd8913f411751d56,5c7e0a9f18cc9c9158d04ae0d7c0ac59,641363efc948b925617ab0160216deff,c3eb304d781412a87cc037041179c76c,,,52a1cbaee1d975f1eb1586161e7efc57,In progress,18 Mar 2016  18:47,-,-,-,1.00,0.67,1.00,1.00,1.00,0.00,1.00,1.00,1.00,-,-,-,-,-,-,-,-,-,-,-
38f19770eed86a1afde4c1d697d4db66,4ced8b7c5bd06dafaa125a8b53b2fce5,6f35dc8802dbec09950ebe200b72b441,1e312fa63f32ac9406a463976c2b1942,,,e4547e692f637bc5e4f44bd1da5538da,Finished,18 Mar 2016  19:57,18 Mar 2016  20:16,18 mins 13 secs,18.89,1.00,1.00,0.67,1.00,0.89,0.78,1.00,1.00,1.00,1.00,1.00,0.56,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
f25cdc5c82de8bbcfd5300d67917cf00,2ea79cddbb068c0ea6485a2a4675d2f3,42f26f08708351fe3a6c0f3e1ecf3244,b4189be4eb4306ef589cf2964d6a5221,,,75bb673dd5806ac853afdff32353ec18,Finished,18 Mar 2016  20:32,19 May 2016  11:54,61 days 14 hours,17.33,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.78,1.00,0.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.67,0.33,1.00
d3d7e4c2c7377c897a436252880a9fab,3627303d0907b42fca9711ef36c005dc,7ece7387d45d6326bf9c1047cc2c37cb,7f5a3cccd5f874b0f881bd7ce8eaa077,,,590b3374fe1592333c024a0c2fac2593,Finished,18 Mar 2016  20:35,22 Mar 2016  12:35,3 days 16 hours,19.17,1.00,1.00,1.00,1.00,0.89,0.78,0.89,1.00,0.89,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,0.83
ebc344583ffc9117ae94a38c65bd4029,1f763e89b3134971d90c0b08b4677c6e,01f3cc2adbac5203083e60d62c7a4c9e,8103178ec804a8dd2ccdd0474c2fd570,,,5a1872fe1f329137b115c02ed0e0598d,Finished,18 Mar 2016  20:42,18 Mar 2016  21:30,48 mins 3 secs,18.67,1.00,1.00,1.00,1.00,1.00,1.00,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,0.00
b665d5534a44307bdff099cb2a3da264,86d0ecc9d138873a58dd6f004eb1308d,795c38a6c2be7be9de06ddac68f64c7d,e7ce98879d57d61837f8aa33f56a6f13,,,273ef6a0c9d9e0fe5ad799b306bbbbfa,Finished,18 Mar 2016  22:35,18 Mar 2016  23:00,24 mins 44 secs,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
b16a95ebf3dde7c53115db43461d89cc,67f72fe742d3eda3c600f946203722bd,a7dffad7455c646e74a5ac47e07e2586,fb7e950c1dd63ec40268894fff66565c,,,1e96574057ddf58bc3d24cc7a8d4d9d3,Finished,19 Mar 2016  05:59,19 Mar 2016  06:38,38 mins 20 secs,18.89,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,0.56,1.00
4d1955d64e7b76a2821f3b5aca365819,1af51d8d590221e7bab2b5f3b627ae1f,0898afd8bd87070d84426eb68d62ef15,bdee040cbd89b216ce423a8535ead708,,,a0a1d02351f470137b4ba3af932e0b05,Finished,19 Mar 2016  07:43,19 Mar 2016  08:30,46 mins 12 secs,17.69,1.00,1.00,0.67,0.67,1.00,0.78,0.58,0.89,0.89,0.67,1.00,1.00,1.00,1.00,0.89,1.00,0.67,1.00,1.00,1.00
cd0c922853fb23b6dec8b55d29294367,729ab4e93fe99ae7e21835da4cc0eddb,98c4bc9bcff762690bc997cc133b3811,ad9593c8566a244e0702b8ba7192871d,,,899807df885600f445de47da7a18668e,Finished,19 Mar 2016  09:31, 6 Apr 2016  22:55,18 days 12 hours,16.83,1.00,1.00,1.00,0.67,0.89,0.67,0.83,0.89,0.56,1.00,1.00,0.89,1.00,0.33,0.78,0.67,1.00,0.67,1.00,1.00
81924b8a39833870c59b00a435ae9e21,a7a5c9bfcc307684a2af7afaa672118e,c4435c046acefe01896d402aabca3131,5bcfbb244b1916c2e242c5e01b15ee55,,,6acf9922e4050201c3248d0ec8310b4b,Finished,19 Mar 2016  14:45, 8 Jun 2016  19:32,81 days 3 hours,18.33,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.44,0.33
799c93a632497eb6d8402abe19a98f17,b4cf6c2e1b2cc9c9775b87932bd14b5a,34e964b5e6b4fa040cf517f5d617bab0,b7b5ee4870d583358d862c3b685f3a19,,,4ad382fee1f33e9be0a4b9dec543cdc4,Finished,19 Mar 2016  15:17,24 Apr 2016  15:48,35 days 23 hours,17.61,1.00,1.00,1.00,1.00,0.89,0.67,0.50,1.00,1.00,0.67,1.00,1.00,1.00,1.00,0.89,1.00,0.33,0.67,1.00,1.00
4954d50a74628e06406d910fcced47fd,858d30735543df6f0bc4bfcffc45ae89,b9eaec833a93ab6ccef2ea54f7b40310,00b0749a276fadc59c67593679cdd352,,,a71b03563ca443ea7a79e9c2261e75f5,Finished,19 Mar 2016  16:37,19 Mar 2016  16:53,16 mins 34 secs,19.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
babe4b66c4047080e4fbf1e9ae6e9816,b68fab3edaa44972640185ec4420380e,f8f28d37c708600dc6429b11c72f2306,5adb19870824a14171e15fb2d0b1802e,,,020060f241b702f22cfe13dc9baca541,Finished,19 Mar 2016  17:42,19 Mar 2016  19:05,1 hour 22 mins,19.33,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.89,1.00,0.67,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
54df5e7c2a9adfd63d17b8c7d3534922,d5677b0ab94564ca033f5dd56d8963bb,0877f504b7c4d6256638a3dcad9806ba,45f4750d2348af8f08cf62ceca4ad909,,,fe903c87746be059504d8697d277d7dd,Finished,19 Mar 2016  19:07, 2 Apr 2016  23:37,14 days 3 hours,16.50,1.00,1.00,1.00,1.00,0.89,0.89,0.83,0.89,0.89,0.89,1.00,1.00,1.00,0.33,0.89,1.00,1.00,0.00,1.00,0.00
db0d32140954377d8639b535efb8b57e,a14456fe591bb348dcd80150f4949b13,6841af317061b2f44e3eba7cf3a11c54,b0f877a491ba9f66bde51be125ebeebb,,,2012e28a0138290b0ca5b4e10ce26751,Finished,19 Mar 2016  19:39,19 Mar 2016  20:17,37 mins 55 secs,15.58,1.00,1.00,1.00,0.67,0.89,0.78,0.75,0.78,0.67,0.44,0.89,0.89,1.00,0.00,0.67,1.00,1.00,1.00,1.00,0.17
86e5916ede29d361e176df57a637230f,e949174a864a7747700de8b18681419b,6da3f415fe3cd0df67059cac75aca3f4,5325fc2d28b99a8d244b54b74d3c7693,,,3617a0ee09413bc7d7c5122440301be0,In progress,19 Mar 2016  22:01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
028c355344fa57af6fe119316e55a2ea,0b974e996fa74cd5bfc226aa07a33b6e,3e14e20c1894112838db9ab8911e0136,5ffcd3541f37b1c699f57376bfef49e6,,,ca7f039e3b07a1b913cdfab832706ae6,In progress,19 Mar 2016  22:10,-,-,-,1.00,1.00,-,0.67,0.89,-,-,0.78,-,-,-,-,1.00,-,-,1.00,1.00,-,-,-
24d0b3599b396c47de811623e0898f14,1a49e3447f5357ee64c979121bee1970,2bb930acf011432fd56f49f66dab591f,ca3ee807912826c2ec0bcddf408209a5,,,d3658134120eb220f7754c6e453d03d9,Finished,20 Mar 2016  11:07,20 Mar 2016  11:57,50 mins 6 secs,18.67,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.78,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,0.11,1.00
ab7c427427b19e64a5c9dfb2be31d150,253805848d757b5da5427cf28f45bb03,d7599a12d3edc6a22f5df2e11264fdec,f91442b27fdd1ff71470401b39c5a734,,,40ae1f7aaeaa22ea313fe026c20b4f1a,Finished,20 Mar 2016  11:48,20 Mar 2016  12:25,37 mins 10 secs,17.22,1.00,1.00,0.67,1.00,0.89,0.67,0.75,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,0.33,0.33,0.92
86b8dc6055975c88e88e2ebe6b697111,a662ba036ed43ca0b00fd2593a9cb4f6,0697ae86cbca82d653066902c7ad1aee,d13d704e78a3ecfcb402ada9952fcb01,,,fc9dc4aaca4ce89b61586dcf0ada07ab,Finished,20 Mar 2016  12:35,20 Mar 2016  12:57,21 mins 6 secs,18.67,1.00,1.00,1.00,1.00,0.89,0.78,0.83,1.00,1.00,0.89,1.00,0.89,1.00,1.00,1.00,1.00,1.00,0.67,0.89,0.83
d10a4b61199269fb633caa6e3de8f9c6,39186fe80e62206dc321470db308f820,a3db80ca91ec14cccbc74b739b6d3b99,d42ee69b44758215e13b2a9b334cf448,,,658cd5ff4dde22d5d69f56e52f93a6d4,Finished,20 Mar 2016  14:23,27 Mar 2016  15:46,7 days,19.72,1.00,1.00,1.00,1.00,1.00,0.89,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.92
0ac18ab514d7bc301937278bf0c8a64f,6c8969279761a90e3c6df65306a3f271,e7aa59e968bdf5efb633077f48d486b4,d73aa4f1e1f4d82e5e587ddb0d866e91,,,f4f5a4ace5167f407012e6aa9fe51e65,In progress,20 Mar 2016  14:40,-,-,-,1.00,1.00,1.00,1.00,0.78,1.00,0.89,1.00,0.78,0.67,0.89,1.00,1.00,1.00,0.67,1.00,1.00,-,1.00,0.00
a9bdd9df18713cb3f70ae3a706656476,5d5c64b3cf2ec8d8633ed7f83a863991,c40372198bb1216fefdcc112ef0477f2,70a7c5a88a7ce755d8cff3372e9eae82,,,3d714b3a499bb7a0a9f37c0824d03977,Finished,20 Mar 2016  16:16,20 Mar 2016  17:26,1 hour 9 mins,16.28,1.00,1.00,0.00,1.00,1.00,0.67,0.78,1.00,1.00,0.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.83
7629a156dc42eb15db6e02c82499fd42,04c284d6f4cb90a551aaa6c3ec825016,1446c5fd5ebe7f9de442b7c28ea355e5,fc1c6950167aded85b8e06f83705a7e7,,,af906f53204a5ee989c23d678eb347d5,Finished,20 Mar 2016  16:17, 5 Apr 2016  20:35,16 days 3 hours,15.06,1.00,0.67,1.00,0.67,0.78,0.44,0.50,0.89,0.89,0.56,1.00,0.78,1.00,1.00,0.44,1.00,1.00,0.67,0.78,0.00
c0174db2764fcb6027379e7d3b00cd75,4407b66dac769ced4142cfec9e6560fe,922985f80f8f5a246ee616c56b99ed1d,c959702bebc661561e4d98cd3404a5a1,,,de021f4c84a23d4041b5b6a2e003f523,In progress,20 Mar 2016  18:01,-,-,-,1.00,1.00,1.00,0.67,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
b48a98113e0b20074f315db2f4732226,4c1c9eea88d822a472f8f0823b2ddee3,db78efb6824efe46b2e489c702fcc802,ab44f3be7e529d1fe55446965974aa9f,,,cd574adaf279587d7f2316b61b8730d5,Finished,20 Mar 2016  18:14,20 Mar 2016  18:50,35 mins 40 secs,19.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00
e4019f9d955a34a8bb31b3692369b6e1,783e9cd59f440c24ada19e59145ef93c,ef43d1de4d4413e210e241a8d780458f,7042923a020d2a6bb47abb3e8caecb7c,,,8b7d4c9ffec1a6e8200ac2730f6cfc53,Finished,20 Mar 2016  19:23,20 Mar 2016  20:03,40 mins 13 secs,16.22,1.00,1.00,0.67,1.00,1.00,0.56,0.67,0.78,1.00,0.33,1.00,1.00,0.67,0.00,1.00,1.00,1.00,0.67,0.89,1.00
5ffb07c6dc83665fd03b52309587d70f,9664d1bfe90f270cf7f10cfab998ea1a,a776f17d47731c1b8e2e70f283563869,4c2086a037a747c98b8449526e6b93c4,,,9a59e248e76b7ff21a2db61ed964dadb,In progress,20 Mar 2016  21:54,-,-,-,1.00,-,-,1.00,-,-,-,1.00,-,-,-,-,-,-,-,-,-,-,-,-
6964c845bde5baadc7dcfe51bfbe712f,9fa200f4b70dc16d244b762a5fa76cce,37234de1399df5a67407a9d5e80b2716,822aee71af1c6776ae47afa001ef9606,,,c24f5d37a3a62ae6e67588a61e8b880c,In progress,20 Mar 2016  22:57,-,-,-,1.00,0.67,1.00,1.00,1.00,0.44,0.89,1.00,0.89,0.11,1.00,0.89,1.00,0.00,0.89,1.00,0.33,0.00,1.00,0.83
4107f4ed23a99c9d037727ba45e5966e,eeeb38b03e035bc3917ae0af79bddad1,40d730cd8ce331c0c6a8355f7f3d96a7,aa04c836e2c809b3a1493eaf71cb41fd,,,73ebfebce7016396ff14e10fffa6c7e3,Finished,21 Mar 2016  00:48,22 Mar 2016  16:18,1 day 15 hours,15.72,1.00,1.00,1.00,1.00,0.67,0.33,0.50,1.00,0.89,0.44,0.89,0.33,1.00,1.00,0.67,1.00,1.00,0.67,0.67,0.67
b7bad0e42e41615d2450295dc5c97fcf,28567d0b2152e97fe181538e438adcdb,4b1241bdebacec20aa6a4f8abed13acc,6ec4c1cdeea9fec553b4495577a1a876,,,9c13cd64d98f352e451e14157daa79b6,Finished,21 Mar 2016  10:00,24 Apr 2016  19:28,34 days 8 hours,17.61,1.00,1.00,1.00,1.00,0.89,0.33,0.50,1.00,0.67,0.89,1.00,0.89,1.00,1.00,0.44,1.00,1.00,1.00,1.00,1.00
c084dc0e0ef87fbfe395d5d1e3e74024,0e0304697c76d15a87195e6311b2f642,4003fefe80eecc8b280be9b880cc1180,1d2ec9bce8528b42ad834b7b15c2c1a5,,,4c6ee95970b47ecbfb06e030e78d4739,Finished,21 Mar 2016  11:21,27 Apr 2016  18:22,37 days 6 hours,16.33,1.00,1.00,1.00,1.00,0.67,0.78,0.44,1.00,1.00,0.33,0.89,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.56,0.67
9fab36f32467636dd659d5d2fdf65eed,d015a39d13a3698d5d9c5df5d8076d58,abc8674812dae862c3c574ab4c04c8ac,0e4ba4797bfbb6aff6d3e89b70c38237,,,416c4f719f899a8ccc8c6d8e55ad0506,Finished,21 Mar 2016  11:25,23 Mar 2016  11:19,1 day 23 hours,19.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.78,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.67,1.00,1.00
4c013c8033b95b4939da778634903a1e,0e6c1c5335e27302201c2a38b833baf2,152030541bfb2184ed3b37d5ad419a26,aa97f085c9cfcfc590a9714717488de7,,,636ca6386268bee59f7c629141d9526d,Finished,21 Mar 2016  12:23,11 Apr 2016  13:32,21 days,13.67,1.00,1.00,0.67,1.00,0.67,0.56,0.50,0.89,0.89,0.67,1.00,0.11,1.00,0.67,0.89,1.00,0.00,0.00,1.00,0.17
7fe8f5b2d4ae495653382fbaf1468fdc,9a31ed8de97a4e5d9638e0182deeff50,66ce3cf88ef136b3d5e5aae042e2de4a,06e051e034337dc74f14b462b741b1f5,,,fcdb68217d5c736d76ad019e9c5fb920,Finished,21 Mar 2016  13:22, 2 Jul 2016  20:07,103 days 5 hours,18.11,1.00,1.00,1.00,1.00,0.89,0.56,1.00,1.00,0.89,1.00,0.89,1.00,1.00,0.67,0.89,1.00,1.00,1.00,1.00,0.33
ab2c70ca12fd46a209c547943308508f,beaf60685f128550cbb020b3feb51f94,aa696a1f770a2a48b7ba478a1b1199e3,c7c023d3ea471dd12b8ba4b5a2787897,,,4d0716f2bc4530757c5dbdbf4e21ae2d,Finished,21 Mar 2016  13:30,21 Mar 2016  13:59,28 mins 32 secs,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
d12129f35aa08ea4b42e5a51429b20bd,d5b1c7a157be1de66a264811e47350cf,0241e3f6b141155815e76c81f680c2a7,856fc63844a0aab4f44ae018c53b70ae,,,a95467566eabd4d5ae73bd73ab5b9929,In progress,21 Mar 2016  13:46,-,-,-,1.00,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fccc1d2cf20d38166db48f00ef57a16d,7a7e01e731125967d7b438c66878d45d,138fe1ad4dadfc77de181638679802c6,d04f0b6c34bb005b6eaf8f77fca50ce9,,,f3f00c5691c8b709631d217b66d0853b,Finished,21 Mar 2016  14:26,21 Mar 2016  14:58,32 mins 39 secs,15.06,1.00,1.00,1.00,0.00,0.78,0.78,0.67,0.67,1.00,0.56,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.00,0.22,0.50
0a0ba322c74ac6ea4c942e49ee13bf83,731932ce885de5a860fcd189bea1ddb1,4a9f3921e45dd3294c615c52afdf1daa,5c25623f9b95cad3132f1b54dadbb6d5,,,1b4b03c7dc19913df344c6a9ff2cbc28,Finished,21 Mar 2016  17:58,21 Mar 2016  19:06,1 hour 8 mins,16.97,1.00,1.00,0.67,1.00,0.89,0.44,0.75,1.00,1.00,0.89,1.00,1.00,1.00,0.33,1.00,0.67,0.67,1.00,1.00,0.67
ea19c1e484475b6e66f17605dad04248,116fbb82df6f7c212f91a3ed396a3b77,f033380cdad42bc38581828c8bce42be,92039b12824eca7176ebce643b6db85b,,,21b783f9d73c189363c74fe55a5a50c6,Finished,21 Mar 2016  18:21,21 Mar 2016  18:57,36 mins 20 secs,17.78,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.89,0.89,1.00,1.00,0.78,1.00,1.00,1.00,1.00,1.00,0.67,0.89,0.00
c6796a779f694145e327a570cdf8bdf1,b70904342a5449e97827899bade48a8e,098aecafffe91c3c6c453a1832d54b9e,19f503f1a244a131498ac9bc4a2c2aff,,,9194363008d9122870a7cd6d371aff0b,Finished,21 Mar 2016  19:13, 4 Apr 2016  19:21,13 days 23 hours,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
e74bbeff4bd8b8b617901caaf7b0dd65,b4703acca6e26ce0339414c0477453bb,4168674bae86bc9a6b3583ada87c9c78,389582a2c16bc87cfae8ed7c2d9caa80,,,1b535bcc3c4aca0f6929ea3e240c655e,Finished,21 Mar 2016  19:33, 7 Apr 2016  21:30,17 days,16.94,1.00,1.00,1.00,1.00,0.89,0.89,1.00,0.78,1.00,0.44,0.67,1.00,1.00,1.00,0.89,1.00,1.00,0.33,0.56,0.50
537a48a62bd0b0cd1a6555a407ce597c,27bc7b1ed714398e90e132faf8b7bf32,f41521d16e51f0ad705c23e03684b390,81651ec6262245f58167bbe555ec5286,,,37de4e98a421892a251cd56f94fdd2eb,Finished,21 Mar 2016  19:43,21 Mar 2016  20:32,49 mins 20 secs,17.14,1.00,1.00,1.00,1.00,0.78,0.89,0.92,1.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33,0.56,0.33
ba07635af979edab53fe93c30190d3fb,09f8a1d5cdcdedefc02213bf72af08d0,982443c212320e0241f6a35654ae7160,888f83ec4fa3c3f911b95d734feaa4c3,,,71fd9a4efcce577199336d6042f99621,Finished,21 Mar 2016  22:25,22 Mar 2016  22:23,23 hours 58 mins,15.50,1.00,0.67,1.00,1.00,1.00,1.00,0.78,0.89,1.00,0.44,1.00,1.00,1.00,0.67,0.56,1.00,0.67,0.00,0.67,0.17
